sha,date,segment,is_merge,dominant_subsystem,class,subject
723c1bbe80539ab00f4c977dee6f8fe360664a96,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat: allow cross-host workers to register via --allowed-host
6608dcaca545cd9b1ebe3e85f3345ed40e11486a,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,docs: correct the fmt=6 down-rotation accounting in the expert_ffn comment
cea3779ade4704ea9a344657cad3643b02e6f4be,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,ci: exercise the cluster parity gate against the fmt6/fmt4 fixtures
4982f660b38a16c91ac0d4c46b27d0889337cc55,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test: token-exact parity gate — local vs cluster-delegated sharding (#7)
99fec32b56b31837038f1eff24af241a1fb8d67a,2026-08-14,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,tools: de-duplicate fmt6/fmt4 quantizer in make_glm_oracle.py
edcfd05480e4f4626945159da00a4741fe69d77d,2026-08-14,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,tools: quantize glm_tiny routed experts to fmt=6 (E8/IQ3) and fmt=4 (grouped int4)
43ed2a73a6230edce518f93602f7d64733d4e4c8,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: reload worker expert slot when slab is missing (use-after-free after failed load)
e270be1ea668130efc7416fb06227e545f825def,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,test: COLIEX01 cluster wire-protocol round-trip test
fa92f96c2f22360bc97b47af424c80a80adff62c,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: invert cluster_connect_one success check in cluster_init
cf872b0ec4854dc203872e118bd93ebcdf38ed17,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: route cluster worker through expert_ffn and rotate fmt=6 input
a380a046a5a8b0d64ba2f69fdf358e7e8cdcf16c,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat: worker init parity — st_init_multi + COLI_MODEL_DIRS; clean unresolvable-expert error
4626a50446fb356e6c0ae026844de0263c81ab6a,2026-08-14,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,refactor: reuse openai_server HTTP hardening in cluster registry
0998991d160b49828583a4d651a8a7fcb550f62a,2026-07-23,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat: add distributed expert workers
1cc0be2c56d0040ecb90444c95c8fda5693f5eaf,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1067 from JustVugg/fix/olmoe-converter-test-numpy-mock
b84154d39a0e1758b68ef498333d09a5ad957eec,2026-08-17,PRODUCTION_CAMPAIGN,no,OLMOE,UNRELATED_BUT_INTENDED_PRODUCTION,fix(test): stub numpy in the OLMoE converter import mock — dev CI is red
ed75a25b03188d1669333e8ed98fd6efd215ee8c,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #965 from bherald/feat/k3-mmap-prepared-weights
36e8397c69ab6abbf0986c47450b03b877cabf38,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1048 from sami7969/fix/olmoe-numpy-and-size
4d51576f092c1938e7c807a3a648943363fb2553,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1064 from jerome-benoit/fix/doctor-deep-dtypes
eeaa6b678b670c89b5814890163d8acfb99a2e6a,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1065 from jerome-benoit/feat/flake-all-engines
12368b7aa19fa274dd4a5d87607d0d3b2e1b994e,2026-08-17,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1063 from terrizoaguimor/refactor/family-registry
0fd5228f807f36c5b1533847505a76c7828d9c29,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,flake: build every supported engine; unpin COLI_ENGINE
8c5f0466c790214b14865db3ff7edcaf624bf832,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(doctor): accept engine-supported I64/F8 dtypes in --deep validator
fe3879cd94af58e98dd9a7494a29930965c81919,2026-08-16,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,refactor(core): make model families registry-owned
0578bba1f11cfaee3d4e46cf27248010a88f64b8,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1035 from lineape/pr551-prefactor-shared-ffn
85951efdba403e82fa38485ee15b489bc9950cf8,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1047 from sami7969/fix/windows-build-blockers
2410c6e4938bdab88c64322e0c923e5e4bf798e8,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1061 from nadiadatepe-eng/fix/olmoe-idot-default-off
9e10ebda2063d6b74a8fbf4683eb64c14f281718,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1059 from JustVugg/fix/windows-stop-and-orphan-engine
dd39c4e3d25267d18ff7b525e443741677f7bc48,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1055 from dcutugno/pr/v4-cuda-tier
ca657ce18df58e26bc5bbad7b3100be4622e161d,2026-08-16,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test: fix the Windows job test — never put the runner in the job
5eb9b327d4648cf0c5b18d3755f94e0b67b5f919,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,docs(v4): CUDA tier — build (Windows DLLs; Linux CUDA=1); serve line; VRAM budget + per-card settings; performance; GPU coverage; environment reference; validation
66fca1e7b89ecc4d3929cc5d91e71c93f3800510,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4): the CUDA tier wired into the engine — every stage CPU-canonical with per-stage fallback
4eddc628cd617a6f94cbc8ea7c0285fd3493d2be,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4/cuda): the DeepSeek V4 CUDA kernels the engine tier needs — generic sm_80+ + opt-in DeepGEMM; Windows DLL export/loader
35349e1e01cda695c7769bd48b5fe4821c1175b2,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(windows): make coli stop actually find the serve; and stop orphaning engines
d44b09631ce38c7f4fd9776951ad649b2c166bbf,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(plan): match DeepSeek V4 expert tensor naming (layers.N.ffn.experts.M)
623f6c17ac1934b344330cfe8490010daf604544,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,docs(v4): prefill segments/chunks/checkpoints; env additions; what CPU-path output identity means
62be01bac42eea262e03608b722ae3a1463b5666,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4/serve): prefix hint in SUBMIT; hold admission until the engine acks a CANCEL
51638e85a46160f5f4cbc396589d615d28500088,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4): prefix checkpoints (memory + disk); resumable 4096-token prefill segments; cancellable prefill; batched indexer selection
af48fe8cddee7d82e8b137d6723d52618e747115,2026-08-16,PRODUCTION_CAMPAIGN,no,OLMOE,UNRELATED_BUT_INTENDED_PRODUCTION,olmoe: make IDOT opt-in on x86 and NEON; and add the test that was missing
03e8677ca0c0781ac93befd91a47a64b6253ba17,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #827 from monotophic/kvb/fmt-gate-notice-r3
3d5200df5f46f2f8d0e507b299bcce31eec98c4e,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #934 from Nanetnounou/pr/neon-e8
a568db1dbf3afd494e6382b1425945d91b4e8e10,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #830 from dpanelli/swa-kv-ring-buffer
1a8e09198e88d520efd0ee608123bcca535804e6,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1038 from 8PotatoChip8/fix/fma-contract-grouped-int4
c64fc669287fae9a9edebe90446504d66c5e2b4b,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1010 from gcaponi/v4-tools-e2e-tests
9371b17d616aaf6b992c9d2a33d54957bf7a2432,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #988 from dcutugno/pr/v4-ssd-mirror
b1d34038d8250bf88d3ad6a72c2297848caf4c57,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1054 from JustVugg/zach/deepseek-v4-cuda-tier
e36a1c739d281c55511b56a552b4cf0f60f8bbac,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1023 from gouravkargwal/fix/v4-rows16-pack-outside-store-mutex
db0720c511c69eb47d34d65efb793887f64cba91,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge dev (keep $(NVCC_STD) and -ftz=false)
abbb8dee0804adf0fcbbc0f5e6bc2e86382fd916,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #931 from Kenneth-Javier/fix/amd-discovery-windows
4f86057f7fa721c6156a39358e9fe1bdb7b5db90,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1037 from monotophic/cuda-f8-warp
a720c806ab498480e7bb0e5b044ad55fa34687dd,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1041 from monotophic/fix/mxfp4-exp255-refmirror
ff30465a67e2c50e7c55317d87c89e20219397de,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge dev into the DeepSeek V4 CUDA tier (resolve c/Makefile)
7a671f03e4ddab0e9055088fb502616d1d95f86a,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge remote-tracking branch 'origin/dev' into pr/v4-ssd-mirror
255e8aa4eee98ccd89ff55d287bd0ca009ab68d1,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1051 from JustVugg/fix/discord-invite
1b1a8228b9c2d971c8604c60f9cd87c7ce0e1d3d,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1025 from Blakeolson21/blake/docker-v4-dsml
a49509a2df3e19add638de6a5267bac7a8fb28ec,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1026 from Blakeolson21/blake/atomic-fp8-shards
c243b4c6166928777f0b298795bcc1353efcd365,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1027 from Blakeolson21/blake/atomic-olmoe-shards
f1bb9c39cd31400000855cc7cb5d5ac901bf8332,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1028 from terrizoaguimor/fix/k3-mirror-plan
6d5ceffb02ec417715b202d118b968bc9cd482c5,2026-08-16,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1033 from terrizoaguimor/docs/tool-calling-matrix
e230ae6f921abceb5e4e4af52506afc2e2ab031e,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,docs: refresh the Discord invite (the old one expired)
dc3f8fd7b7b3e9a710c2d0725501fe9576904592,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(windows): set _WIN32_WINNT floor for FILE_ID_INFO under MinGW
cc2d039ca90b2c69c609f33c72fe868049f9354e,2026-08-16,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(build): detect Windows from uname when $(OS) is unset (MSYS2/MinGW)
fa8b211174b99a39f91a0dc0a62ff6e69114bf0d,2026-08-16,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(convert): declare numpy in the OLMoE guard; and correct the OLMoE size in the README
d35fe81be075f64d7726908ad02390eff469b7b9,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test(cuda): ISA-robust exp-255 shapes and mixed-scale coverage
84c6154b9fc0e31c1fef8089c4daad53eef10892,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test(cuda): make the mxfp4 compare NaN-aware
a53e108e308122c1cdf8f828c1c387ae73e7dcb2,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cuda): mxfp4 group scale applied per 32-group when the scale is inf
b6af434b1af2b07d1d839cd6658b11584b3e74e4,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(quant): pin the grouped-int4 group accumulate as an fma
84c85e5bff989ead5516c21c1caf257a385d9662,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,tests: qualify host isnan as std::isnan (HIP cmath host overload wart)
17bfc3e5f7256f460763d3a994de8b4045f6aebf,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,tests: drop direct cuda_runtime.h includes (hipcc has no such header)
7aaf9d28b45bcd57b463d1c358a576154c6f1562,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,build: close the compute_121 gate when nvcc version is unparsable
aabe37187d0cc8a4eaa6a1d113baaa81c1b36877,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,tests: dense accumulation-convention bite through coli_cuda_matmul
8ab17dc99ee233a8cb1252f574ef114640abb242,2026-08-15,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,docs: COLI_CUDA_F8_WARP entry matches per-vendor default and mode semantics
669b488e5524f4587788904f0aab222b66a2e9bc,2026-08-15,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,tools: commit run_f8_bench.sh (BENCH_PEAK_GBPS=273 default for GB10)
77833778c0b28ad948c7203ad0d25b15d5a0dfdb,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,build: gate compute_121 on nvcc >= 12.9; run fp8_warp_test before mxfp4
1419dff969a44ce06bd7987490a524ce58f176ad,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,bench: roofline from BENCH_PEAK_GBPS only; report raw memory attributes
1b6de085b858e008ad66e23d44ee73ff10a49345,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,tests: grouped accumulation-convention bite and vec/byte load-path parity
cb73d1af48007c464a6d6b185cffce30b8c77cf2,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,cuda: dense fmt=8 honors COLI_CUDA_F8_WARP; unify vec/byte product sequence
87d4d984ce5b9a61af5cf251dd74748f5a298a64,2026-08-14,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,refactor: extract shared routed-expert FFN helper
9bf565d65c98f45e017df0e980b51bb001691bbe,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,bench: query roofline via device attributes (cudaDeviceProp members gone in CUDA 13)
3e9af13a4801307ac146f88c0ef485692d8523dd,2026-08-15,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,tests: keep the old-vs-new census compare informational
71f921bf42f7fcbd05ffab93b2e0bee04914adda,2026-08-15,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,docs: register COLI_CUDA_F8_WARP in the environment table
a6fb69a553b0800ab0cb5c0f91997224161f7519,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,bench: fmt=8 old-vs-warp kernel bandwidth harness (JSON; fp8-bench target)
9aa32f2bfb9acb934709a46dac264036f20a4868,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,tests: fmt=8 warp-kernel oracle (sweep; census/tail shapes; S-invariance)
268c74fdd8c9843eb66bbe1c9d53b5cee3dde5cd,2026-08-15,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,cuda: warp-per-row fmt=8 kernels with reference-mirroring accumulation
600a3e05dcb5298631b3b1c0691b58ae0368ef7d,2026-08-15,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,build: add sm_121 gencode to the portable fatbin and pin -ftz=false
248734270d2262b7c3d532369ba849246daba718,2026-08-15,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,docs(api): map tool calling support by engine
e27c37e7753978b89b0b0d9a068e4d8b38b4030c,2026-08-15,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #969 from terrizoaguimor/fix/v4-usage-route-trace
d1653ca8dbcd5b5bd11363c3d9ecc198e9e74190,2026-08-14,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,fix(mirror): recognize Kimi K3 expert shards
efce7a922afc91a7fcc1c4210125e4b8983145e6,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge origin/dev into fix/v4-usage-route-trace
7072c049a7b3529ca780853934df93f93faf4c0a,2026-08-14,PRODUCTION_CAMPAIGN,no,OLMOE,UNRELATED_BUT_INTENDED_PRODUCTION,fix(convert): publish OLMoE shards atomically
345bc6c8953b4cb51ba73f48929fdf909e39c2ff,2026-08-14,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,fix(convert): publish resumable shards atomically
a35e30aa90624c9b7c237d09dffbb6a646d93610,2026-08-14,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(docker): package the gateway's DSML module
0f335e53279414f3bd5076e08937c91fd37bb08b,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #958 from Blakeolson21/fix/openmp-team-launch-paths
7065f2040a92d54cfee45d031bda75be14bfc591,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #947 from gouravkargwal/ci/metal-test
e53018cd81476e670f81bda8e35d9cc64ab52867,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4): pack hot pinned experts outside state->mutex (issue #900)
6546cdde7296f28771e2ba1a1d7c1d4b0cb550aa,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1022 from JustVugg/dev
5ca91614d5ef14deddcf72305b74f0ff70d11b80,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1021 from JustVugg/fix/release-package-v4dsml
90894cd63cd89c9bdd492430234bdb353cb8228b,2026-08-14,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,fix(release): package v4_dsml.py so the archived openai_server imports
a4d7c7799e08f589dfd7a3e6357368d3efe14b31,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1019 from JustVugg/dev
a99d41c7cf69a7e3cdc5c5eae012ddce525ce802,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1020 from JustVugg/chore/version-1.6.2
6aa3069e93ff7480cc91a19a09dcf907c5a35d0a,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge remote-tracking branch 'origin/dev' into pr/v4-ssd-mirror
1c884f0724e22756dd046d6ea53cec2bc20f4bba,2026-08-14,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,chore: version 1.6.2
3d963761f56708b525031d52624c2108bce382ea,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4/mirror): review follow-ups — serve telemetry; per-replica O_DIRECT; config-sized routing
7248d53eff8914eea750e3e7cb35fa5eff7a4cfe,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1018 from JustVugg/security/fix-six-advisories
bbaf16137fef9dbc9621e5c0619b2236a90cea15,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,security: resolve six loader/serve advisories in one pass
042d21f9b5f7e3132d9ec69338a5d9a2bea5f75f,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,performance: use coli_v4_route_bf16 in moe_token
d81284aa37652b0e5c040cbca5bae8df3e41ff29,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,test(v4): end-to-end OpenAI wire tests for V4 DSML tool calling
90a6e1f9476567a8052d3f468c6772a0b427b234,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1005 from JustVugg/fix/v4-phase-telemetry
574aac11d59983dc5412da8c897324caf05ba983,2026-08-13,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,docs: recompute FORMATS.md line anchors for post-#989-wave dev
dc99ce844f4d5c5f3057b058245c7405a6835ae6,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,metal: mode-aware kv_b remedy; accurate MTP rationale; notice-test hardening
ddf5cbbd2ebe6425647fe66f544263c0c7bf8193,2026-08-13,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,metal: widen the fmt-gate notice to all fused-bound tensors; share the gates' predicate
b78431fa11f4133cb781a3ab4a2246d40114462b,2026-08-14,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4): report expert-matmul phase in serve telemetry — web dashboard (#890)
1658b1f8d462713ffd45acb00149a11a60f2b807,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1003 from dcutugno/refactor/v4-dsml-vendored-encoder
12eccb4bae7e2a8af9eaf142c3c6bf7de88d2125,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #950 from terrizoaguimor/bench/gemv-stream-regime
6fe6c9988a7c258d2c8deb9db7109698016cb1bb,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #952 from gouravkargwal/tools/datapoint-runner
c3de36a586263623f59e750a939d7ed128f99189,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #966 from martinm86867-ops/main
76ed063ed59ef63cb219c3ed124f84237066834b,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #991 from IgorLalak/fix/msys2-deepseek-utf8
9710d874471f6f1a5f9974f9563e14bfb3bb7a8a,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #994 from BerndLoecke/feat/german-dashboard-translation
c2e1c3c88a07de0c4dcb578a74b2034c0ef8d600,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #973 from martinm86867-ops/feat/v4-dashboard-telemetry
a1648c81105453ee61ae47149431c8563a4e75d4,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1002 from Blakeolson21/blake/stop-port-scope
87ae717ce2b8213a6ca624c2857b1610b801d122,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1000 from Blakeolson21/blake/supervisor-scope-converter
087746d45154fc7f738eb94ee1d983de2b0781d1,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #986 from Blakeolson21/blake/sib-server-temp-default
7204e620dd4af695cb378c178e07c032da52a5bc,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #987 from Blakeolson21/blake/sib-inkling-omp-sizing
